stem,stem_genders
mftyusaMjIvanIviDAna,n
mftyusaMDita,mfn
mftyusaMyamana,m
mftyusaMyuta,mfn
mftyusammita,mfn
mftyusuta,m
mftyusutA,f
mftyusUkta,n
mftyusUti,f
mftyusenA,f
mftyusevaka,m
mftyuhetu,m
mftyvazwaka,n
mftsA,f
mftstoma,m
mftsna,m
mftsnA,f
mftsnABARqaka,n
mfd,f
mfdaMga,m
mfdaMgaka,n
mfdaMgaPala,m
mfdaMgaPala,n
mfdaMgaPalinI,f
mfdaMgI,f
mfdaNkura,m
mfdaNkuru,m
mfdara,m
mfdara,mfn
mfdava,n
mfdA,f
mfdAkara,m
mfdAhvayA,f
mfdi,m
mfdita,mfn
mfditakukzika,mfn
mfdinI,f
mfdu,mfn
mfdu,m
mfdu,f
mfdu,n
mfduka,mfn
mfdukaRwaka,m
mfdukarman,n
mfdukA,f
mfdukArzRAyasa,n
mfdukfzRAyasa,n
mfdukopa,mfn
mfdukozWa,mfn
mfdukriyA,f
mfdugaRa,m
mfduganDika,m
mfdugamanA,f
mfdugAtratA,f
mfdugAmin,mfn
mfdugAminI,f
mfdugir,mfn
mfdugranTi,m
mfducarmin,m
mfducApa,m
mfducAruBAzin,mfn
mfducCada,m
mfdujAtIya,mfn
mfdujihvatA,f
mfdutaruRahustapAdatalatA,f
mfdutA,f
mfdutAla,m
mfdutIkzRa,mfn
mfdutIkzRa,n
mfdutva,n
mfdutvac,m
mfdunnaka,n
mfdupattra,m
mfdupattrI,f
mfduparuzaguRa,m
mfduparvaka,m
mfduparvan,m
mfdupARi,mfn
mfdupIWaka,m
mfdupuzpa,m
mfdupuzpaka,m
mfdupUrva,mfn
mfduprayatna,mfn
mfdupriya,m
mfduprOQa,mfn
mfduPala,m
mfduBAva,m
mfduBAzin,mfn
mfdumaDyA,f
mfdumaDyADimAtra,mfn
mfdumftsna,mfn
mfduyudDa,mfn
mfdura,m
mfdurasvana,m
mfduri,m
mfduromaka,m
mfduroman,m
mfduromavat,m
mfdula,mfn
mfdula,m
mfdula,n
mfdulatA,f
mfdulomaka,m
mfduvarga,m
mfduvAc,mfn
mfduvAta,m
mfduvid,m
mfdusArA,f
mfdusUrya,mfn
mfdusparSa,mfn
mfduhfdaya,mfn
mfdUcca,n
mfdUtpala,n
mfdUBAva,m
mfdga,m
mfdGawa,m
mfddAruSEla,mfn
mfdDa,mfn
mfdBARqa,n
mfdvaNga,mfn
mfdvaNga,n
mfdvaNgI,f
mfdvavagraha,m
mfdvI,f
mfdvIkA,f
mfD,f
mfDa,mn
mfDaBU,f
mfDas,n
mfDra,n
mfDravAc,mfn
mfnmaya,mfn
mfnmayaka,mfn
mfnmaru,m
mfnmUzA,f
mfllozwa,n
mfSIta,mfn
mfzAjYAna,n
mfzAtva,n
mfzAdAna,n
mfzAdfzwi,mfn
mfzADyAnin,m
mfzADyAyin,m
mfzAnuSAsin,mfn
mfzABAzin,mfn
mfzArTa,mfn
mfzArTaka,mfn
mfzArTaka,n
mfzAlaka,m
mfzAvacana,n
mfzAvAc,f
mfzAvAda,m
mfzAvAda,mfn
mfzAvAdin,mfn
mfzAvAdin,m
mfzAsAkzin,mfn
mfzodya,mfn
mfzodya,n
mfzwa,mfn
mfzwa,n
mfzwakuRqala,mfn
mfzwaganDa,m
mfzwaganDapavana,m
mfzwatama,mfn
mfzwayaSas,mfn
mfzwaluYcita,mfn
mfzwavat,mfn
mfzwavAkya,mfn
mfzwasalila,mfn
mfzwAnulepana,mfn
mfzwASana,mfn
mfzwASin,mfn
mfzwi,f
mfzweruka,mfn
meka,m
mekala,m
mekalaka,m
mekalakanyakA,f
mekalakanyakAtawa,m
mekalapraBava,mfn
mekalaSEla,m
mekalaSElakanyA,f
mekalA,f
mekalAdri,m
mekalAdrijA,f
mekzaRa,n
meKala,mn
meKala,m
meKalakanyakA,f
meKalA,f
meKalAdAman,n
meKalApada,n
meKalApadDati,f
meKalAbanDa,m
meKalAmaRi,m
meKalAla,mfn
meKalAvat,mfn
meKalAvin,mfn
meKalika,mfn
meKalin,mfn
meKalin,m
meKalotTa,mfn
meGa,m
meGa,n
meGaMkara,mfn
meGakaPa,m
meGakarRA,f
meGakAla,m
meGakAlI,f
meGakumAracarita,n
meGakumAradeva,m
meGakUwABigarjiteSvara,m
meGagamBIra,mfn
meGagarjana,n
meGagarjanaviDi,m
meGagarjanA,f
meGagarjitaGozatA,f
meGacandraSizya,m
meGacintaka,m
meGajA,mfn
meGajA,m
meGajA,n
meGajAla,n
meGajIvaka,m
meGajIvana,m
meGajyotis,n
meGaqambara,m
meGataru,m
meGatimira,n
meGatva,n
meGadIpa,m
meGadunduBi,m
meGadunduBinirGoza,mfn
meGadunduBirAvin,mfn
meGadunduBisvararAja,m
meGadUta,m
meGadUtapAdasamasyA,f
meGadUtABiDa,mfn
meGadUtArTamuktAvalI,f
meGadUtAvacUri,f
meGadvAra,n
meGanAda,m
meGanAda,mfn
meGanAdajit,m
meGanAdatIrTa,n
meGanAdamaRqapa,m
meGanAdA,f
meGanAdAnulAsaka,m
meGanAdAnulAsin,m
meGanAdAri,m
meGanAdin,mfn
meGanAdin,m
meGanAman,m
meGanirGoza,m
meGanirGoza,mfn
meGanIla,m
meGapaNkti,f
meGapaTa,m
meGaparvata,m
meGapAlitftIyAvrata,n
meGapuzpa,n
meGapuzpa,m
meGapfzWa,m
meGapfzWa,n
meGapradIpa,m
meGapravAha,m
meGaprasara,m
meGaprasava,m
meGabadDa,m
meGabala,m
meGaBagIraTaWakkura,m
meGaBawwa,m
meGaBUti,m
meGamaYjarI,f
meGamaWa,m
meGamaRqala,n
meGamaya,mfn
meGamArga,m
meGamAla,m
meGamAlA,f
meGamAlin,m
meGamillArikA,f
meGamedura,mfn
meGamodinI,f
meGayat,mfn
meGayantI,f
meGayAti,m
meGayoni,m
meGaraNgikA,f
meGaraNgI,f
meGaraTa,m
meGarava,m
meGaravA,f
meGarAga,m
meGarAja,m
meGarAji,f
meGarAjI,f
meGarAva,m
meGareKA,f
meGalatA,f
